id,examCode,questionNumber,points,type,mode,category,difficulty,needsVisualContext,prompt,answer,correctOptions
p243-1-10,P243,10,1,multiple_choice_single,kviz,omrezja,osnovno,False,"Na požarnem zidu imamo pravilo, da ne prepušča prometa na določen naslov IP. Na kateri plasti / modela OSI se izvaja to pravilo? Obkrožite črko pred pravilnim odgovorom.",B,B
p243-1-11,P243,11,2,multiple_choice_multi,kviz,omrezja,srednje,False,"Inženir je dal priporočilo, da v omrežju podjetja onemogočimo promet protokolov HTTP in FTP. / Kaj od spodaj naštetega potem ne bo več delovalo v omrežju podjetja? Obkrožite črki pred / pravilnima odgovoroma.",D /  E,"D,E"
p243-1-12,P243,12,1,short_answer,kratki_odgovor,podatkovne_baze_sql,osnovno,False,Pravkar smo s stavkom CREATE kreirali tabelo Novatabela. Radi bi preverili opis pravkar / kreirane tabele. Na črto zapišite ustrezen ukaz.,DESCRIBE Nova tabela;,
p243-1-13,P243,13,1,multiple_choice_single,kviz,podatkovne_baze_sql,osnovno,False,"Izberite stavek SQL, ki ne vpliva na vsebino podatkov v tabeli. Obkrožite črko pred pravilnim / odgovorom.",D,D
p243-1-14,P243,14,2,short_answer,kratki_odgovor,podatkovne_baze_sql,srednje,True,"V tabeli Novatabela smo ustvarili stolpec EMSO podatkovnega tipa celo število. Spodnjo kodo / dopolnite tako, da atributu EMSO spremenimo podatkovni tip v varchar(13). / _____ TABLE Novatabela / MODIFY EMSO _____",ALTER /  varchar(13),
p243-1-15,P243,15,1,multiple_choice_single,kviz,html_css,osnovno,False,"Obkrožite črko pred odgovorom, ki v jeziku HTML označuje začetek neurejenega seznama.",D,D
p243-1-16,P243,16,2,html_css_open,html_css_vaja,html_css,srednje,True,"V dokument HTML želimo vstaviti sliko. Prav tako pa bi radi nastavili tudi nadomestno besedilo, / če slike ni mogoče prikazati. Dopolnite spodnjo kodo. / <img _____=""slika.png"" _____=""Nadomestno besedilo."">",src /  alt,
p243-1-17,P243,17,1,multiple_choice_single,kviz,strojna_oprema_os,osnovno,False,Kateri izmed spodnjih odgovorov ne sodi med osnovne gradnike/elemente diagrama poteka? / Obkrožite črko pred pravilnim odgovorom.,B,B
p243-1-18,P243,18,2,calculation,racunska_naloga,programiranje_algoritmi,srednje,True,"Spodnjo kodo pretvorite v enakovredno zanko while. Podprogram izpis(...) izpiše na standardni / izhod vrednost vhodne spremenljivke. / Obkrožite izbran programski/skriptni jezik. / C, C++, C#, Java, Python, PHP / C, C#, C++, Java / PHP / Python / for(int i=18;i>1;i-=2) / { / izpis(i); / } / for(int $i=18;$i>1;$i-=2) / { / izpis($i); / } / for i in range(18,1,-2): / izpis(i)",int i=18; / while(i>1) / { / izpis(i); / i-=2; / },
p251-1-01,P251,1,1,short_answer,kratki_odgovor,strojna_oprema_os,osnovno,False,Kaj je značilno za pomnilnike ECC? Odgovor zapišite na spodnje črte.,"Pomnilnik samodejno odkriva in popravlja / napake, ki nastanejo med shranjevanjem ali / prenosom podatkov.",
p251-1-02,P251,2,1,short_answer,kratki_odgovor,splosno_racunalnistvo,osnovno,False,"S kratkim odgovorom pojasnite, kaj izvede ukaz CHKDSK C: /F znotraj ukaznega poziva. / Odgovor zapišite na spodnje črte.",Na pogonu C: se izvede testiranje diska.,
p251-1-03,P251,3,1,multiple_choice_single,kviz,splosno_racunalnistvo,osnovno,False,V kateri merski enoti merimo hitrost delovanja centralne procesne enote? Obkrožite črko pred / pravilnim odgovorom.,D,D
p251-1-04,P251,4,1,multiple_choice_single,kviz,splosno_racunalnistvo,osnovno,False,"Kateri odgovor vključuje naprave, ki samo sprejemajo podatke v računalnik? Obkrožite črko pred / pravilnim odgovorom.",B,B
p251-1-05,P251,5,1,multiple_choice_single,kviz,pretvorbe_enote_racunanje,osnovno,False,"Proizvajalec podaja kapaciteto trdega diska kot 1 TB. Izračunajte, kolikšna je kapaciteta / pomnilnika binarno. Obkrožite črko pred pravilnim odgovorom.",C,C
p251-1-06,P251,6,1,multiple_choice_single,kviz,programiranje_algoritmi,osnovno,False,Kaj je funkcija naslovnega vodila? Obkrožite črko pred pravilnim odgovorom.,C,C
p251-1-07,P251,7,1,multiple_choice_single,kviz,splosno_racunalnistvo,osnovno,False,"Kaj je treba najprej narediti, če se računalnik ves čas ponovno zaganja? Obkrožite črko pred / pravilnim odgovorom.",A,A
p251-1-08,P251,8,1,multiple_choice_single,kviz,strojna_oprema_os,osnovno,False,"Na plošče klasičnega trdega diska je nanesena posebna snov, ki omogoča shranjevanje / podatkov na disk. Kakšna je ta snov? Obkrožite črko pred pravilnim odgovorom.",B,B
p251-1-09,P251,9,1,multiple_choice_single,kviz,splosno_racunalnistvo,osnovno,False,Kateri ukaz lahko uporabimo za preverjanje dosegljivosti naprave v omrežju? Obkrožite črko pred / pravilnim odgovorom.,B,B
p251-1-10,P251,10,1,multiple_choice_single,kviz,html_css,osnovno,False,V omrežju želimo filtrirati promet spletnih strani. Katera naprava nam po svoji osnovni / funkcionalnosti to omogoča? Obkrožite črko pred pravilnim odgovorom.,C,C
p251-1-11,P251,11,2,multiple_choice_multi,kviz,omrezja,srednje,False,Katera dva izmed spodnjih naslovov IPv6 sta del istega podomrežja? Obkrožite črki pred / pravilnima odgovoroma.,B /  E,"B,E"
p251-1-12,P251,12,1,multiple_choice_single,kviz,splosno_racunalnistvo,osnovno,False,V bazi podatkov bi radi shranili osebne podatke vseh prebivalcev Slovenije. Kateri atribut je / najprimernejša izbira za primarni ključ? Obkrožite črko pred pravilnim odgovorom.,D,D
p251-1-13,P251,13,1,multiple_choice_single,kviz,podatkovne_baze_sql,osnovno,False,"Kaj naredi naslednji stavek SQL? Obkrožite črko pred pravilnim odgovorom. / UPDATE izdelki / SET cena = cena * 0.9 / WHERE kategorija = ""Akcija"";",A,A
p251-1-14,P251,14,2,sql_open,sql_vaja,podatkovne_baze_sql,srednje,False,"S stavkom SQL bi želeli izpisati podatke dijakov, katerih priimek se začne z »A« in imajo podatek / o naslovu. Vstavite manjkajoča izraza, tako da bo stavek pravilen. / SELECT * / FROM dijaki / WHERE (priimek _____ 'A%') AND (naslov _____);",LIKE /  IS NOT NULL,
p251-1-15,P251,15,1,multiple_choice_single,kviz,pretvorbe_enote_racunanje,osnovno,False,"Katero barvo predstavlja zapis RGB(0,0,255)? Obkrožite črko pred pravilnim odgovorom.",A,A
p251-1-16,P251,16,2,html_css_open,html_css_vaja,html_css,srednje,False,Katera dva elementa HTML najbolj pogosto obdajata elemente li? Odgovora zapišite na spodnjo / črto. / <?> / <li>ponedeljek</li> / <li>sreda</li> / <li>petek</li> / </?>,ul /  ol,
p251-1-17,P251,17,1,multiple_choice_single,kviz,splosno_racunalnistvo,osnovno,False,"Obkrožite črko pred vrstico, ki ne vključuje zanke.",D,D
p251-1-18,P251,18,2,calculation,racunska_naloga,programiranje_algoritmi,srednje,True,"Spodnjo kodo pretvorite v enakovredno zanko while. Podprogram izpis(...) izpiše na standardni / izhod vrednost vhodne spremenljivke. / C, C#, C++, Java / PHP / Python / for(int a=10;a<90;a+=10) / { / izpis(a); / } / for($a=10;$a<90;$a+=10) / { / izpis($a); / } / for a in range(10,90,10): / izpis(a)",int a = 10; / while(a < 90) / { / izpis(a); / a = a + 10; / },
p252-1-01,P252,1,1,calculation,racunska_naloga,pretvorbe_enote_racunanje,srednje,False,"Procesor RISC deluje s taktom 3,0 GHz. Koliko ukazov lahko procesor izvede v 3 ns? Odgovor / napišite na črto.",9,
p252-1-02,P252,2,1,short_answer,kratki_odgovor,pretvorbe_enote_racunanje,osnovno,False,"Kolikšen je povprečni dostopni čas trdega diska, ki se vrti s 5400 rpm in ima povprečni iskalni čas / 4 ms? Odgovor napišite na črto.","9,56 ms",
p252-1-03,P252,3,1,multiple_choice_single,kviz,strojna_oprema_os,osnovno,False,Kaj pomeni izraz odzivni čas pri monitorjih? Obkrožite črko pred pravilnim odgovorom.,D,D
p252-1-04,P252,4,1,multiple_choice_single,kviz,html_css,osnovno,False,Kaj pomeni izraz »bad sector« v povezavi s trdim diskom? Obkrožite črko pred pravilnim / odgovorom.,C,C
p252-1-05,P252,5,1,multiple_choice_single,kviz,pretvorbe_enote_racunanje,osnovno,False,"Kapaciteta trdega diska je 931,32 GiB. Izračunajte, kolikšna je kapaciteta pomnilnika, ki jo podaja / proizvajalec. Obkrožite črko pred pravilnim odgovorom.",B,B
p252-1-06,P252,6,1,multiple_choice_single,kviz,splosno_racunalnistvo,osnovno,False,"Kateri priključek omogoča povezovanje različnih zunanjih naprav in omogoča prenos podatkov, / napajanje ter video izhod? Obkrožite črko pred pravilnim odgovorom.",A,A
p252-1-07,P252,7,1,multiple_choice_single,kviz,strojna_oprema_os,osnovno,False,"Kateri del matične plošče je ob izgubi napajanja odgovoren za ohranjanje nastavitev sistema, kot / so datum, ura in vrstni red zagona naprav? Obkrožite črko pred pravilnim odgovorom.",B,B
p252-1-08,P252,8,1,multiple_choice_single,kviz,strojna_oprema_os,osnovno,False,"Kateri izraz označuje tip pomnilnika, ki jih SSD-ji uporabljajo za shranjevanje podatkov? / Obkrožite črko pred pravilnim odgovorom.",C,C
p252-1-09,P252,9,1,multiple_choice_single,kviz,omrezja,osnovno,False,"Imamo omrežje 200.2.1.. Kateri izmed spodnjih naslovov IP je prvi uporabni naslov IP / v omrežju, ki ga dodelimo privzetemu prehodu (angl. default gateway)? Obkrožite črko pred / pravilnim odgovorom.",D,D
p252-1-10,P252,10,1,multiple_choice_single,kviz,omrezja,osnovno,False,Katera naprava za odločitev o posredovanju podatkov uporabi naslov MAC? Obkrožite črko pred / pravilnim odgovorom.,B,B
p252-1-11,P252,11,2,multiple_choice_multi,kviz,html_css,srednje,False,"Z ukazom ping smo preverili dosegljivost spletnega strežnika in dobili uspešen odziv, spletna / stran pa se nam ne prikaže. Na katerih slojih modela OSI zagotovo ni težav? Obkrožite črki pred / pravilnima odgovoroma.",A /  B,"A,B"
p252-1-12,P252,12,1,multiple_choice_single,kviz,podatkovne_baze_sql,osnovno,False,Kateri izraz SQL se uporablja za urejanje rezultatov v posameznem stolpcu? Obkrožite črko pred / pravilnim odgovorom.,B,B
p252-1-13,P252,13,1,multiple_choice_single,kviz,podatkovne_baze_sql,osnovno,False,"Kaj naredi naslednji stavek SQL? Obkrožite črko pred pravilnim odgovorom. / SELECT tblDijaki.* / FROM tblDijaki / WHERE Kraj LIKE ""d%"";",B,B
p252-1-14,P252,14,2,multiple_choice_multi,kviz,podatkovne_baze_sql,srednje,False,"Obkrožite črki pred stavkoma SQL, ki se uvrščata v skupino stavkov DDL.",C /  E,"C,E"
p252-1-15,P252,15,1,multiple_choice_single,kviz,html_css,osnovno,False,Kateri odgovor ponuja samo vrstične (angl. inline) elemente HTML? Obkrožite črko pred pravilnim / odgovorom.,C,C
p252-1-16,P252,16,2,html_css_open,html_css_vaja,html_css,srednje,False,"Zapišite štiri različne elemente HTML in štiri različne atribute HTML, ki opisujejo vpisane / elemente HTML. / Ime elementa HTML / Ime atributa / <img> / src",<a> href /  <div> class /  <img> alt /  <html> lang / 4 pravilne vrstice 2 točki. / 3 ali 2 pravilni vrstici 1 točka.,
p252-1-17,P252,17,1,multiple_choice_single,kviz,programiranje_algoritmi,osnovno,False,"Obkrožite črko pred vrstico, ki vsebuje zanko.",A,A
p252-1-18,P252,18,2,calculation,racunska_naloga,programiranje_algoritmi,srednje,True,"Spodnjo kodo pretvorite v enakovredno zanko while. Podprogram izpis(...) izpiše na / standardnem izhodu vrednost vhodne spremenljivke. / Obkrožite izbrani programski/skriptni jezik: / C, C++, C#, Java, Python, PHP / C, C#, C++, Java / PHP / Python / for(int x=200;x>0;x-=10) / { / izpis(x); / } / for($x=200;$x>0;$x-=10) / { / izpis($x); / } / for x in range(200,0,-10): / izpis(x)",int x = 200; / while(x > 0) / { / izpis(x); / x=x - 10; / },
p253-1-01,P253,1,1,calculation,racunska_naloga,pretvorbe_enote_racunanje,srednje,False,"Proizvajalec je deklariral velikost delovnega pomnilnika kot 4 GB. Ker operacijski sistem pretvori / kapaciteto pomnilnika v dvojiškem sistemu, prikaže manjšo vrednost. Izračunajte jo na tri / decimalna mesta natančno. Odgovor napišite na črto.","3,725 GiB",
p253-1-02,P253,2,1,calculation,racunska_naloga,pretvorbe_enote_racunanje,srednje,False,"Imamo procesor RISC s taktom 3,30 GHz. Koliko časa potrebuje procesor za izvedbo desetih / ukazov? Odgovor napišite na črto.","3,03 ns",
p253-1-03,P253,3,1,multiple_choice_single,kviz,strojna_oprema_os,osnovno,False,"Katera komponenta matične plošče nadzoruje in usmerja tok podatkov med različnimi / komponentami računalnika, hkrati pa omogoča komunikacijo med procesorjem in pomnilnikom? / Obkrožite črko pred pravilnim odgovorom.",A,A
p253-1-04,P253,4,1,multiple_choice_single,kviz,programiranje_algoritmi,osnovno,False,Katera je ena od glavnih funkcij grafične kartice v sodobnih računalnikih? Obkrožite črko pred / pravilnim odgovorom.,B,B
p253-1-05,P253,5,1,multiple_choice_single,kviz,splosno_racunalnistvo,osnovno,False,Kaj pomeni izraz navijanje (angl. overclocking) v kontekstu računalniške strojne opreme? / Obkrožite črko pred pravilnim odgovorom.,D,D
p253-1-06,P253,6,1,multiple_choice_single,kviz,html_css,osnovno,False,"Katera tehnologija omogoča brezžično povezavo vhodno-izhodnih naprav, kot so tipkovnica, / miška in slušalke, z računalnikom? Obkrožite črko pred pravilnim odgovorom.",A,A
p253-1-07,P253,7,1,multiple_choice_single,kviz,programiranje_algoritmi,osnovno,False,Katera funkcija BIOS je odgovorna za zagon operacijskega sistema? Obkrožite črko pred / pravilnim odgovorom.,C,C
p253-1-08,P253,8,1,multiple_choice_single,kviz,pretvorbe_enote_racunanje,osnovno,False,Katera računalniška komponenta izvaja pretvorbo analognega signala v digitalni format in / nasprotno? Obkrožite črko pred pravilnim odgovorom.,B,B
p253-1-09,P253,9,1,multiple_choice_single,kviz,splosno_racunalnistvo,osnovno,False,Kaj je značilno za naslov za razpršeno oddajanje (angl. broadcast)? Obkrožite črko pred / pravilnim odgovorom.,A,A
p253-1-10,P253,10,1,multiple_choice_single,kviz,omrezja,osnovno,False,V katerem primeru je uporabljen protokol UDP? Obkrožite črko pred pravilnim odgovorom.,B,B
p253-1-11,P253,11,2,multiple_choice_multi,kviz,omrezja,srednje,False,"Kaj od spodaj naštetega je del tabele, ki jo stikalo uporabi za odločanje o posredovanju okvirjev? / Obkrožite črki pred pravilnima odgovoroma.",D /  E,"D,E"
p253-1-12,P253,12,1,multiple_choice_single,kviz,podatkovne_baze_sql,osnovno,False,Kaj je primarni ključ v podatkovni bazi? Obkrožite črko pred pravilnim odgovorom.,C,C
p253-1-13,P253,13,1,multiple_choice_single,kviz,podatkovne_baze_sql,osnovno,False,Kaj pomeni izraz normalizacija v kontekstu podatkovnih baz? Obkrožite črko pred pravilnim / odgovorom.,D,D
p253-1-14,P253,14,2,sql_open,sql_vaja,podatkovne_baze_sql,srednje,True,"Pri kreiranju tabele dijak s stavkom SQL manjkata dve integritetni omejitvi. Atribut ime_priimek je / obvezen in atribut id enolično določa zapise v tabeli. Dopolnite spodnji stavek SQL. / CREATE TABLE dijak / (id INT, / ime_priimek VARCHAR(30) _____, / posta NUMERIC(4,0), / _____) / ;",NOT NULL /  PRIMARY KEY (id),
p253-1-15,P253,15,1,multiple_choice_single,kviz,html_css,osnovno,False,Kateri element HTML se uporablja za ustvarjanje hiperpovezave (hiperlinka)? Obkrožite črko pred / pravilnim odgovorom.,B,B
p253-1-16,P253,16,2,short_answer,kratki_odgovor,html_css,srednje,False,"Nastaviti želimo dva ločena odmika za naslov »Jesensko listje«. Pod naslovom je rob, ki pripada / naslovu. Na črto napišite dve različni oblikovni lastnosti, ki nastavita označena odmika (A, B). / Jesensko listje / AA / BB / Sredi poznih jesenskih dni se barve razbohotijo. Odtenki rdeče, rumene, rjave božajo oči in nas vabijo pod krošnje. / Plavamo po mehkem listju. Problemi se zataknejo na robu gozda. / A _____ / B _____",padding-left /  margin-bottom,
p253-1-17,P253,17,1,multiple_choice_single,kviz,splosno_racunalnistvo,osnovno,False,"Spremenljivki x, ki je celoštevilskega tipa, želimo prirediti ostanek pri deljenju števila x s številom / 11. Katera izmed možnosti je ustrezna? Obkrožite črko pred pravilnim odgovorom.",A,A
p253-1-18,P253,18,2,code_open,programiranje_vaja,programiranje_algoritmi,srednje,False,"Dopolnite spodnji algoritem (diagram poteka) tako, da bo izpisoval vrednosti spremenljivke A, / nato pa bo spremenljivko zmanjšal za vrednost 11, dokler je A večji od števila 80. / ZAČETEK / A / 121 / = / X / X / 2 / = / + / NE / DA / X / KONEC / A ˃ 80","A / A / 11 / = / - / A / Izhodni blok za izpis / spremenljivke A 1 točka, / prireditveni blok z ustreznim / zmanjševanjem spremenljivke A / 1 točka.",
